"","x"
"1",0.9
"2",0.9
"3",0.9
"4",1
"5",1
"6",1
"7",3.6906468070312
"8",4.07984747733594
"9",0.637587886091607
"10",0.290475866162897
"11",3.34313263810402
"12",2.98891857254357
"13",2.90699999999197
"14",8.91399999998976
"15",45.5940000000119
"16",0.00400000000081491
"17",0.137000000002445
"18",0.047999999995227
