"","x"
"1",1
"2",1
"3",1
"4",1
"5",0.7
"6",0.9
"7",2.28001507218371
"8",1.99895861993953
"9",1.71474877062796
"10",0.282208770726565
"11",3.28971957303573
"12",1.46219995131139
"13",0.777000000001863
"14",8.03199999999197
"15",3.43499999999767
"16",0.00200000000768341
"17",0.0429999999905704
"18",0.0610000000015134
