"","x"
"1",0.8
"2",0.9
"3",1
"4",1
"5",0.8
"6",0.9
"7",6.25677246198329
"8",5.0905262874922
"9",3.81498999934206
"10",0.872600210798425
"11",8.76170601230423
"12",1.47022378630936
"13",0.726000000009662
"14",11.3559999999998
"15",3.52700000000186
"16",0.0019999999931315
"17",0.0460000000020955
"18",0.0620000000053551
